Título,Semilla,Estado,Frecuencia,Tamaño,Palabras_clave,Materia
"IES Escuela de Hostelería San Roque (San Roque, Cádiz)",https://iesescueladehosteleriasanroque.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Maestro Francisco Fatou (Ubrique, Cádiz)",https://iesfranciscofatou.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Isla de León (San Fernando, Cádiz)",https://iesisladeleon.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Isla Verde (Algeciras, Cádiz)",https://iesislaverde.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Kursaal (Algeciras, Cádiz)",https://ieskursaal.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Manuel de Falla (Puerto Real, Cádiz)",https://iesmanueldefalla.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Mar de Poniente (La Linea de la Concepción, Cádiz)",https://iesmardeponiente.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Mediterráneo (La Linea de la Concepción, Cádiz)",https://iesmediterraneo.net,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Poeta García Gutiérrez (Chiclana de la Frontera, Cádiz)",https://iespoeta.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
IES Rafael Alberti (Cádiz),https://iesrafaelalberti.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Salmedina (Chipiona, Cádiz)",https://iessalmedina.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
IES San Severiano (Cádiz),https://iessanseveriano.es/web/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Vía Verde (Puerto Serrano, Cádiz)",https://iesviaverde.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
Ayuntamiento de Cádiz,https://institucional.cadiz.es,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Cádiz,Administración
"IES Las Salinas (San Fernando, Cádiz)",https://lassalinassf.es/web/index.php/es/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"Lustau (Jerez de la Frontera, Cádiz)",https://lustau.es,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Vinagre / Cádiz,Bebidas
Pescado de Conil-Organización de Productores Pesqueros Artesanales Lonja de Conil (Cádiz),https://pescadodeconil.com,Activa,Anual,Mediano,Pesca / Pescadores / Asociaciones / Cádiz,Caza
"IES Alventus (Trebujena, Cádiz)",https://proyectoalventus.wordpress.com/ies-alventus/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"Sancha Pérez (Conil de la Frontera, Cádiz)",https://sanchaperez.com/es/,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Bebidas
CEIP San Rafael (Cádiz),https://sanrafaelcadiz.blogspot.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
Orfeón Santa Cecilia: coral polifónica de Sanlúcar de Barrameda (Cádiz),https://santaceciliaorfeon.wordpress.com,Activa,Anual,Mediano,Música coral / Coros / Asociaciones / Cádiz,Música
"CEIP Serafina Andrades (Chiclana de la Frontera, Cádiz)",https://serafinaandrades.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Servando Camúñez (San Fernando, Cádiz)",https://servandocamunez.blogspot.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
Sociedad Filarmónica San Fernando (Cádiz),https://sfmsf.es,Activa,Anual,Mediano,Música / Asociaciones / Cádiz,Música
"CEIP Miguel de Cervantes (Jerez de la Frontera, Cádiz)",https://sites.google.com/ceipmiguelcervantes.com/ceipmiguelcervantes/inicio,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Valdelagrana (El Puerto de Santa María, Cádiz)",https://sites.google.com/ceipvaldelagrana.es/webcolevaldelagrana/inicio,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Reina de la Paz (San Fernando, Cádiz)",https://sites.google.com/colegioreinadelapaz.com/principal/p%C3%A1gina-principal,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Don Luis Lamadrid ( Los Barrios, Cádiz)",https://sites.google.com/g.educaand.es/ceip-donluis-lamadrid,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Profesor Antonio Muro (Puerto Real, Cádiz)",https://sites.google.com/iesantoniomuro.es/iesantoniomuro/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Las Cumbres (Ubrique, Cádiz)",https://sites.google.com/ieslascumbres.es/ieslascumbres/inicio,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Francisco Pacheco (Sanlúcar de Barrameda, Cádiz)",https://sites.google.com/iespacheco.es/elpacheco/inicio,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Francisco Romero Vargas (Jerez de la Frontera, Cádiz)",https://sites.google.com/iesromerovargas.com/romerovargas/inicio,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Campoameno (Arcos de la Frontera, Cádiz)",https://sites.google.com/site/ceipcampoamenoarcos/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP El Retiro (Jerez de la Frontera, Cádiz)",https://sites.google.com/site/ceipelretiro/nuestro-colegio,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Federico García Lorca (Jerez de la Frontera, Cádiz)",https://sites.google.com/site/ceipgarcialorcajerez/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP La Jara ( Sanlúcar de Barrameda, Cádiz)",https://sites.google.com/site/ceiplajarasanlucar/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Luis Vives (Jerez de la Frontera, Cádiz)",https://sites.google.com/site/ceipluisvivesjerez/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Maestro José Sabio (Sanlúcar de Barrameda, Cádiz)",https://sites.google.com/site/ceipmaestrojosesabio/home,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP San Juan de Ribera (Bornos, Cádiz)",https://sites.google.com/site/ceipsanjuanderibera/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Elio Antonio de Nebrija Villamartín, Cádiz)",https://sites.google.com/site/colegionebrija/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Baelo Claudia (Algeciras, Cádiz)",https://sites.google.com/site/iesbaeloclaudia/home,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Benafelix (Ubrique, Cádiz)",https://sites.google.com/view/ceipbenafelix/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Víctor de la Serna y Espina (Ubrique, Cádiz)",https://sites.google.com/view/victordelasernaubrique/inicio,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
Aedo Teatro El (Cádiz),https://teatroparajovenes.com,Activa,Semestral,Pequeno,Teatro / Compañías teatrales / Cádiz,Arte
"Bodegas Collado (Pueblo Nuevo de Guadiaro, Cádiz)",https://vinotecacollado.com/bodegas/,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Bebidas
"CEIP Virgen del Sol (Tarifa, Cádiz)",https://virgendelsol.wordpress.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
Viva Cádiz,https://vivacadiz.es,Activa,Semanal,Mediano,Medios de comunicación social / Periódicos electrónicos / Cádiz / Andalucía,Prensa
"IES Ntra. Sra. de los Remedios (Ubrique, Cádiz)",https://web.ieslosremedios.org,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
Colegio Oficial de Peritos e Ingenieros Técnicos Industriales de Cádiz,https://web.ingenierosdecadiz.es,Activa,Semestral,Pequeno,Ingeniería industrial / Ingenieros industriales / Asociaciones / Cádiz,Ingeniería
"CEIP Juan XXIII (Puerto Real, Cádiz)",https://webdelcolej23pr.wixsite.com/webceipjuan23,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
Ilustre Colegio Territorial de Administradores de Fincas de Cádiz,https://www.afincas.com,Activa,Semestral,Pequeno,Economía / Vivienda / Administradores de Fincas / Asociaciones / Cádiz,Economía
"Alba viticultores (Sanlúcar de Barrameda, Cádiz)",https://www.albaviticultores.com,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Alimentaria
"Molino Las Pilas (Olvera, Cádiz)",https://www.almazaralaspilas.com,Activa,Anual,Mediano,Aceite de oliva / Almazaras / Cádiz,Alimentaria
"Álvaro Domecq (Jerez de la Frontera, Cádiz)",https://www.alvarodomecq.com,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Vinagres / Cádiz,Alimentaria
"Barbadillo (Sanlúcar de Barrameda, Cádiz)",https://www.barbadillo.com,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Bebidas
Biblioteca de Cádiz,https://www.bibliotecasdeandalucia.es/web/biblioteca-del-estado-publica-provincial-de-cadiz/inicio,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Cádiz,Bibliotecas
Biblioteca Pública Municipal Medina-Sidonia (Cádiz),https://www.bibliotecaspublicas.es/MedinaSidonia/index.jsp,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Cádiz,Bibliotecas
"Bibliotecas Públicas Municipales Poetas Andaluces y Rafael Alberti (Rota, Cádiz)",https://www.bibliotecaspublicas.es/rota/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Cádiz,Bibliotecas
Biblioteca  Municipal Sanlúcar de Barrameda (Cádiz),https://www.bibliotecaspublicas.es/sanlucardebarrameda/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Cádiz,Bibliotecas
"Biblioteca Pública Municipal Blas Infante (Ubrique, Cádiz)",https://www.bibliotecaspublicas.es/ubrique/,Activa,Semestral,Mediano,Bibliotecas / Patrimonio bibliográfico y documental / Instituciones culturales / Cádiz,Bibliotecas
"Bodegas Blanca Reyes (Jerez de la Frontera, Cádiz)",https://www.bodegasblancareyes.com,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Bebidas
Cádiz directo,https://www.cadizdirecto.com,Activa,Semanal,Pequeno,Medios de comunicación social / Periódicos electrónicos / Cádiz / Andalucía,Prensa
"Cámara Oficial de Comercio, Industria, Servicios y Navegación de Cádiz",https://www.camaracadiz.com,Activa,Semestral,Pequeno,Economía / Comercio / Industria / Cádiz,Economía
"Hermandad Cautivo y Estrella (Sanlúcar de Barrameda, Cádiz)",https://www.cautivoestrella.org,Activa,Anual,Mediano,Religión / Semana Santa / Cofradías / Entidades religiosas / Cádiz,Religión
"CEIP Francisco Giner de los Ríos (Barbate,Cádiz)",https://www.ceipfranciscoginerdelosriosbarbate.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Giner de los Ríos (Chiclana de la Frontera, Cádiz)",https://www.ceipginerchiclana.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Las Granjas (Jerez de la Frontera, Cádiz)",https://www.ceiplasgranjas.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Tartessos (Algeciras, Cádiz)",https://www.ceiptartessos.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"Cervezas La Pepa (Jerez de la Frontera, Cádiz)",https://www.cervezaslapepa.com,Activa,Anual,Mediano,Cerveza / Industria de las bebidas / Cádiz,Bebidas
Ayuntamiento de Chiclana de la Frontera (Cádiz),https://www.chiclana.es,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Cádiz,Administración
Colegio Oficial de Farmacéuticos de Cádiz,https://www.cofcadiz.es,Activa,Semestral,Pequeno,Farmacología / Farmacéuticos / Asociaciones / Cádiz,Farmacología
"CEIP Adalides (Algeciras, Cádiz)",https://www.colegioadalides.es/web2/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Cristo de las Misericordias (Chipiona, Cádiz)",https://www.colegiocristochipiona.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Guzmán El Bueno (Tarifa, Cádiz)",https://www.colegioguzmantarifa.com/search/label/Inicio,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP La Marquesa (Jerez de la Frontera, Cádiz)",https://www.colegiolamarquesa.es,Activa,Semestral,Mediano,Educación / Centros docentes / Cádiz,Educación
"CEIP Marqués de Santa Cruz (El Puerto de Santa María, Cádiz)",https://www.colegiomarquesdesantacruz.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
Consejo Local de Hermandades y Cofradías de Cádiz,https://www.consejocofradiascadiz.net,Activa,Anual,Mediano,Religión / Semana Santa / Cofradías / Entidades religiosas / Cádiz,Religión
"Bodega Delgado Zuleta (Sanlúcar de Barrameda, Cádiz)",https://www.delgadozuleta.com,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Vinagre / Cádiz,Alimentaria
Diario Bahía de Cádiz,https://www.diariobahiadecadiz.com,Activa,Semanal,Mediano,Medios de comunicación social / Periódicos electrónicos / Cádiz / Andalucía,Prensa
Diputación de Cádiz,https://www.dipucadiz.es,Activa,Mensual,Mediano,Organismos administrativos / Diputaciones provinciales / Cádiz,Administración
Denominación de origen Aceites Sierra de Cádiz,https://www.dopsierradecadiz.com,Activa,Anual,Mediano,Aceite de oliva / Denominaciones de origen / Cádiz,Alimentaria
"CEIP El Membrillar (Jerez de la Frontera, Cádiz)",https://www.elmembrillar.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
Ayuntamiento de El Puerto de Santa María (Cádiz),https://www.elpuertodesantamaria.es,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Cádiz,Administración
"Finca Moncloa (Arcos de la Frontera, Cádiz)",https://www.fincamoncloa.com,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Bebidas
"IES Fuente Grande (Alcalá del Valle, Cádiz)",https://www.fuentegrande.org,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"CEIP Gloria Fuertes (San Roque, Cádiz)",https://www.gloriafuertesguadiaro.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"González Byass (Jerez de la Frontera, Cádiz)",https://www.gonzalezbyass.com,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Bebidas
Colegio Oficial de Graduados Sociales de Cádiz,https://www.graduadosocialcadiz.net,Activa,Semestral,Pequeno,Derecho / Graduados sociales / Asociaciones / Cádiz,Derecho
"José Estévez (Jerez de la Frontera, Cádiz)",https://www.grupoestevez.es/home.cfm?CFID=1837522&CFTOKEN=88858293,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Bebidas
"Huerta de Albalá (Arcos de la Frontera, Cádiz)",https://www.huertadealbala.com,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Bebidas
"IES Almoraima (Castellar de la Frontera, Cádiz)",https://www.iesalmoraima.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Arroyo Hondo (Rota, Cádiz)",https://www.iesarroyohondo.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Azahar (Jimena de la Frontera, Cádiz)",https://www.iesazahar.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Caepionis (Chipiona, Cádiz)",https://www.iescaepionis.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Castillo de Luna (Rota, Cádiz)",https://www.iescastillodeluna.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Castillo de Matrera (Villamartín, Cádiz)",https://www.iescastillodematrera.es/joomla3/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Padre Luis Coloma (Jerez de la Frontera, Cádiz)",https://www.iescoloma.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
IES Cornelio Balbo (Cádiz),https://www.iescorneliobalbo.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
IES Drago (Cádiz),https://www.iesdrago.com/web/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Fernando Savater (Jerez de la Frontera, Cádiz)",https://www.iesfernandosavater.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Jorge Juan (San Fernando, Cádiz)",https://www.iesjorgejuan.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES La Pedrera Blanca (Chiclana de la Frontera, Cádiz)",https://www.ieslapedrerablanca.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Levante (Algeciras, Cádiz)",https://www.ieslevante.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Pablo Ruiz Picasso (Chiclana de la Frontera, Cádiz)",https://www.iespicasso.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Sancti Petri (San Fernando, Cádiz)",https://www.iessanctipetri.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Virgen de la Esperanza (La Linea de la Concepción, Cádiz)",https://www.iesvirgendelaesperanza.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"IES Zaframagón (Olvera, Cádiz)",https://www.ieszaframagon.com,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"Ayuntamiento de Jerez (Jerez de la Frontera, Cádiz)",https://www.jerez.es,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Cádiz,Administración
"IES Sierra Luna (Los Barrios, Cádiz)",https://www.juntadeandalucia.es/averroes/centros-tic/11700561/helvia/sitio/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
Ayuntamiento de La Línea de la Concepción (Cádiz),https://www.lalinea.es/portal/index.php,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Cádiz,Administración
"Rosa del Infante, La (Jerez de la Frontera, Cádiz)",https://www.larosadelinfante.es,Activa,Anual,Mediano,Aceite de oliva / Almazaras / Cádiz,Alimentaria
La voz de Cádiz.es,https://www.lavozdigital.es,Activa,Semanal,Mediano,Medios de comunicación social / Periódicos electrónicos / Cádiz / Andalucía,Prensa
"Bodegas Elías González (Sanlúcar de Barrameda, Cádiz)",https://www.manzanillaelias.com,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Bebidas
"Molino de Espera (Espera, Cádiz)",https://www.molinodeespera.com,Activa,Anual,Mediano,Aceite de oliva / Almazaras / Cádiz,Alimentaria
"Molino El Salado (Olvera, Cádiz)",https://www.molinoelsalado.com,Activa,Anual,Mediano,Aceite de oliva / Almazaras / Cádiz,Alimentaria
Museo de Cádiz,https://www.museosdeandalucia.es/web/museodecadiz,Activa,Semestral,Mediano,Museos / Instituciones culturales / Cádiz,Instituciones
"Olivar El Herrerillo (Medina Sidonia, Cádiz)",https://www.olivarelherrerillo.com,Activa,Anual,Mediano,Aceite de oliva / Almazaras / Cádiz,Alimentaria
"Osborne (Puerto de Santa María, Cádiz)",https://www.osborne.es,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Bebidas
"Casa Pedro Domecq (Jerez de la Frontera, Cádiz)",https://www.pedrodomecq.com,Activa,Anual,Mediano,Vinos / Licores / Bodegas / Enoturismo / Industria de las bebidas / Cádiz,Bebidas
Plaza de Toros de Jerez (Cádiz),https://www.plazadetorosdejerez.es,Activa,Anual,Mediano,Plazas de toros / Corridas de toros / Cádiz,Juegos
Asociación de la prensa de Cádiz,https://www.prensacadiz.org,Activa,Mensual,Pequeno,Periodismo / Periodistas / Asociaciones / Cádiz,Prensa
PSOE de Cádiz – Partido Socialista Obrero Español de Cádiz (PSOE Cádiz),https://www.psoedecadiz.es,Activa,Semestral,Pequeno,Política / Instituciones políticas / Partidos políticos / Partido Socialista Obrero Español Cádiz (PSOE Cádiz) / Cádiz,Política
Puerto de la Bahía de Cádiz,https://www.puertocadiz.com,Activa,Anual,Mediano,Organismos administrativos / Transportes / Puertos / Cádiz,Transporte
"Rives (Puerto de Santa María, Cádiz)",https://www.rives.es/es/,Activa,Anual,Mediano,Aguardientes / Ginebra / Industria de las bebidas / Cádiz,Bebidas
"Romate (Jerez de la Frontera, Cádiz)",https://www.romate.com,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Bebidas
"Dos Maderas ron añejo (Jerez de la Frontera, Cádiz)",https://www.rondosmaderas.com,Activa,Anual,Mediano,Aguardientes / Ron / Industria de las bebidas / Cádiz,Bebidas
Ayuntamiento de Sanlúcar de Barrameda (Cádiz),https://www.sanlucardebarrameda.es,Activa,Semestral,Pequeno,Organismos administrativos / Ayuntamientos / Cádiz,Administración
"IES Seritium (Jerez de la Frontera, Cádiz)",https://www.seritium.es/wordpress/,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
Sierra de Cádiz,https://www.sierradecadiz.com,Activa,Semanal,Pequeno,Medios de comunicación social / Periódicos electrónicos / Cádiz / Andalucía,Prensa
Hospital de La Janda (Cádiz),https://www.sspa.juntadeandalucia.es/epsbg/hospitales-de-alta-resolucion/la-janda/inicio-1-1/,Activa,Semestral,Pequeno,Hospitales / Servicios de salud / Medicina / Cádiz,Salud pública
Teleprensa: diario digital (es. Cádiz),https://www.teleprensa.com/tags/cadiz,Activa,Semanal,Mediano,Medios de comunicación social / Periódicos electrónicos / Cádiz / Andalucía,Prensa
"Tío Pepe (Jerez de la Frontera, Cádiz)",https://www.tiopepe.com/es-es/validate,Activa,Anual,Mediano,Vinos / Bodegas / Industria de las bebidas / Cádiz,Bebidas
"CEIP Vicente Tofiño (San Fernando, Cádiz)",https://www.vicentetofino.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"Bodegas Williams & Humbert (Jerez de la Frontera, Cádiz)",https://www.williams-humbert.com,Activa,Anual,Mediano,Vinos / Aguardientes / Bodegas / Industria de las bebidas / Cádiz,Bebidas
"IES Guadalpeña (Arcos de la Frontera, Cádiz)",https://www.xn--iesguadalpea-khb.es,Activa,Semestral,Pequeno,Educación / Centros docentes / Cádiz,Educación
"Zoo Castellar : centro de rescate animal (Castellar de la Frontera, Cádiz)",https://www.zoodecastellar.es,Activa,Anual,Mediano,Parques zoológicos / Animales / Asociaciones / Cádiz,Zoología
